Device,ADC,Bootswap,CCP,CLC,COG,Comp,CVREF,CoreTimer,CRC,CWG,DeepSleep,DMA,DSM,EEFlash,FVR,GPIO,HLT,IC,INT,IOC,OC,Osc,Ports,PPS,PWM,PullUp,RTSP,SMT,Timer,UART,VREF,WDT
PIC32MZ2048EFM124,,,,,,COMP1;COMP2,,CoreTimer,,,,DMA,,,,,,IC1;IC2;IC3;IC4;IC5;IC6;IC7;IC8;IC9,INT,IOC,OC1;OC2;OC3;OC4;OC5;OC6;OC7;OC8;OC9,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG;PORTH;PORTJ,PPS,,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5;TMR6;TMR7;TMR8;TMR9,UART1;UART2;UART3;UART4;UART5;UART6,,WDT32
PIC32MZ2048EFM144,,,,,,COMP1;COMP2,,CoreTimer,,,,DMA,,,,,,IC1;IC2;IC3;IC4;IC5;IC6;IC7;IC8;IC9,INT,IOC,OC1;OC2;OC3;OC4;OC5;OC6;OC7;OC8;OC9,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG;PORTH;PORTJ;PORTK,PPS,,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5;TMR6;TMR7;TMR8;TMR9,UART1;UART2;UART3;UART4;UART5;UART6,,WDT32
PIC32MZ2064DAA169,,,,,,COMP1;COMP2,,CoreTimer,,,,DMA,,,,,,IC1;IC2;IC3;IC4;IC5;IC6;IC7;IC8;IC9,INT,IOC,OC1;OC2;OC3;OC4;OC5;OC6;OC7;OC8;OC9,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG;PORTH;PORTJ;PORTK,PPS,,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5;TMR6;TMR7;TMR8;TMR9,UART1;UART2;UART3;UART4;UART5;UART6,,WDT32
PIC32MZ2064DAA176,,,,,,COMP1;COMP2,,CoreTimer,,,,DMA,,,,,,IC1;IC2;IC3;IC4;IC5;IC6;IC7;IC8;IC9,INT,IOC,OC1;OC2;OC3;OC4;OC5;OC6;OC7;OC8;OC9,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG;PORTH;PORTJ;PORTK,PPS,,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5;TMR6;TMR7;TMR8;TMR9,UART1;UART2;UART3;UART4;UART5;UART6,,WDT32
PIC32MZ2064DAA288,,,,,,COMP1;COMP2,,CoreTimer,,,,DMA,,,,,,IC1;IC2;IC3;IC4;IC5;IC6;IC7;IC8;IC9,INT,IOC,OC1;OC2;OC3;OC4;OC5;OC6;OC7;OC8;OC9,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG;PORTH;PORTJ;PORTK,PPS,,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5;TMR6;TMR7;TMR8;TMR9,UART1;UART2;UART3;UART4;UART5;UART6,,WDT32
PIC32MZ2064DAB169,,,,,,COMP1;COMP2,,CoreTimer,,,,DMA,,,,,,IC1;IC2;IC3;IC4;IC5;IC6;IC7;IC8;IC9,INT,IOC,OC1;OC2;OC3;OC4;OC5;OC6;OC7;OC8;OC9,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG;PORTH;PORTJ;PORTK,PPS,,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5;TMR6;TMR7;TMR8;TMR9,UART1;UART2;UART3;UART4;UART5;UART6,,WDT32
PIC32MZ2064DAB176,,,,,,COMP1;COMP2,,CoreTimer,,,,DMA,,,,,,IC1;IC2;IC3;IC4;IC5;IC6;IC7;IC8;IC9,INT,IOC,OC1;OC2;OC3;OC4;OC5;OC6;OC7;OC8;OC9,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG;PORTH;PORTJ;PORTK,PPS,,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5;TMR6;TMR7;TMR8;TMR9,UART1;UART2;UART3;UART4;UART5;UART6,,WDT32
PIC32MZ2064DAB288,,,,,,COMP1;COMP2,,CoreTimer,,,,DMA,,,,,,IC1;IC2;IC3;IC4;IC5;IC6;IC7;IC8;IC9,INT,IOC,OC1;OC2;OC3;OC4;OC5;OC6;OC7;OC8;OC9,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG;PORTH;PORTJ;PORTK,PPS,,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5;TMR6;TMR7;TMR8;TMR9,UART1;UART2;UART3;UART4;UART5;UART6,,WDT32
PIC32MZ2064DAG169,,,,,,COMP1;COMP2,,CoreTimer,,,,DMA,,,,,,IC1;IC2;IC3;IC4;IC5;IC6;IC7;IC8;IC9,INT,IOC,OC1;OC2;OC3;OC4;OC5;OC6;OC7;OC8;OC9,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG;PORTH;PORTJ;PORTK,PPS,,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5;TMR6;TMR7;TMR8;TMR9,UART1;UART2;UART3;UART4;UART5;UART6,,WDT32
PIC32MZ2064DAG176,,,,,,COMP1;COMP2,,CoreTimer,,,,DMA,,,,,,IC1;IC2;IC3;IC4;IC5;IC6;IC7;IC8;IC9,INT,IOC,OC1;OC2;OC3;OC4;OC5;OC6;OC7;OC8;OC9,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG;PORTH;PORTJ;PORTK,PPS,,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5;TMR6;TMR7;TMR8;TMR9,UART1;UART2;UART3;UART4;UART5;UART6,,WDT32
PIC32MZ2064DAH169,,,,,,COMP1;COMP2,,CoreTimer,,,,DMA,,,,,,IC1;IC2;IC3;IC4;IC5;IC6;IC7;IC8;IC9,INT,IOC,OC1;OC2;OC3;OC4;OC5;OC6;OC7;OC8;OC9,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG;PORTH;PORTJ;PORTK,PPS,,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5;TMR6;TMR7;TMR8;TMR9,UART1;UART2;UART3;UART4;UART5;UART6,,WDT32
PIC32MZ2064DAH176,,,,,,COMP1;COMP2,,CoreTimer,,,,DMA,,,,,,IC1;IC2;IC3;IC4;IC5;IC6;IC7;IC8;IC9,INT,IOC,OC1;OC2;OC3;OC4;OC5;OC6;OC7;OC8;OC9,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG;PORTH;PORTJ;PORTK,PPS,,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5;TMR6;TMR7;TMR8;TMR9,UART1;UART2;UART3;UART4;UART5;UART6,,WDT32
PIC32WK2057GPB132,,,,,,,,CoreTimer,,,,DMA,,,,,,IC1;IC2;IC3;IC4,INT,IOC,OC1;OC2;OC3;OC4,,PORTA;PORTB;PORTC;PORTK,PPS,,PullUp,,,TMR1;TMR2;TMR3;TMR4;TMR5;TMR6;TMR7,UART1;UART2,,
PIC32WK2057GPD132,,,,,,,,CoreTimer,,,,DMA,,,,,,IC1;IC2;IC3;IC4,INT,IOC,OC1;OC2;OC3;OC4,,PORTA;PORTB;PORTC;PORTK,PPS,,PullUp,,,TMR1;TMR2;TMR3;TMR4;TMR5;TMR6;TMR7,UART1;UART2,,
dsPIC30F1010,ADC1,,,,,COMP1;COMP2,,,,,,,,,,,,,INT,IOC,OC1,OSC,PORTA;PORTB;PORTD;PORTE;PORTF,,PWM,PullUp,RTSP,,TMR1;TMR2,UART1,,WDT
dsPIC30F2010,ADC1,,,,,,,,,,,,,,,,,IC1;IC2;IC7;IC8,INT,IOC,OC1;OC2,OSC,PORTB;PORTC;PORTD;PORTE;PORTF,,PWM,PullUp,RTSP,,TMR1;TMR2;TMR3,UART1,,WDT
dsPIC30F2011,ADC1,,,,,,,,,,,,,,,,,IC1;IC2,INT,IOC,OC1;OC2,OSC,PORTB;PORTC;PORTD,,,PullUp,RTSP,,TMR1;TMR2;TMR3,UART1,,WDT
dsPIC30F2012,ADC1,,,,,,,,,,,,,,,,,IC1;IC2,INT,IOC,OC1;OC2,OSC,PORTB;PORTC;PORTD;PORTF,,,PullUp,RTSP,,TMR1;TMR2;TMR3,UART1,,WDT
dsPIC30F2020,ADC1,,,,,COMP1;COMP2;COMP3;COMP4,,,,,,,,,,,,IC1,INT,IOC,OC1;OC2,OSC,PORTA;PORTB;PORTD;PORTE;PORTF,,PWM,PullUp,RTSP,,TMR1;TMR2;TMR3,UART1,,WDT
dsPIC30F2023,ADC1,,,,,COMP1;COMP2;COMP3;COMP4,,,,,,,,,,,,IC1,INT,IOC,OC1;OC2,OSC,PORTA;PORTB;PORTD;PORTE;PORTF;PORTG,,PWM,PullUp,RTSP,,TMR1;TMR2;TMR3,UART1,,WDT
dsPIC30F3010,ADC1,,,,,,,,,,,,,,,,,IC1;IC2;IC7;IC8,INT,IOC,OC1;OC2,OSC,PORTB;PORTC;PORTD;PORTE;PORTF,,PWM,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5,UART1,,WDT
dsPIC30F3011,ADC1,,,,,,,,,,,,,,,,,IC1;IC2;IC7;IC8,INT,IOC,OC1;OC2;OC3;OC4,OSC,PORTB;PORTC;PORTD;PORTE;PORTF,,PWM,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5,UART1;UART2,,WDT
dsPIC30F3012,ADC1,,,,,,,,,,,,,,,,,IC1;IC2,INT,IOC,OC1;OC2,OSC,PORTB;PORTC;PORTD,,,PullUp,RTSP,,TMR1;TMR2;TMR3,UART1,,WDT
dsPIC30F3013,ADC1,,,,,,,,,,,,,,,,,IC1;IC2,INT,IOC,OC1;OC2,OSC,PORTB;PORTC;PORTD;PORTF,,,PullUp,RTSP,,TMR1;TMR2;TMR3,UART1;UART2,,WDT
dsPIC30F3014,ADC1,,,,,,,,,,,,,,,,,IC1;IC2,INT,IOC,OC1;OC2,OSC,PORTA;PORTB;PORTC;PORTD;PORTF,,,PullUp,RTSP,,TMR1;TMR2;TMR3,UART1;UART2,,WDT
dsPIC30F4011,ADC1,,,,,,,,,,,,,,,,,IC1;IC2;IC7;IC8,INT,IOC,OC1;OC2;OC3;OC4,OSC,PORTB;PORTC;PORTD;PORTE;PORTF,,PWM,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5,UART1;UART2,,WDT
dsPIC30F4012,ADC1,,,,,,,,,,,,,,,,,IC1;IC2;IC7;IC8,INT,IOC,OC1;OC2,OSC,PORTB;PORTC;PORTD;PORTE;PORTF,,PWM,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5,UART1,,WDT
dsPIC30F4013,ADC1,,,,,,,,,,,,,,,,,IC1;IC2;IC7;IC8,INT,IOC,OC1;OC2;OC3;OC4,OSC,PORTA;PORTB;PORTC;PORTD;PORTF,,,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5,UART1;UART2,,WDT
dsPIC30F5011,ADC1,,,,,,,,,,,,,,,,,IC1;IC2;IC3;IC4;IC5;IC6;IC7;IC8,INT,IOC,OC1;OC2;OC3;OC4;OC5;OC6;OC7;OC8,OSC,PORTB;PORTC;PORTD;PORTF;PORTG,,,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5,UART1;UART2,,WDT
dsPIC30F5013,ADC1,,,,,,,,,,,,,,,,,IC1;IC2;IC3;IC4;IC5;IC6;IC7;IC8,INT,IOC,OC1;OC2;OC3;OC4;OC5;OC6;OC7;OC8,OSC,PORTA;PORTB;PORTC;PORTD;PORTF;PORTG,,,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5,UART1;UART2,,WDT
dsPIC30F5015,ADC1,,,,,,,,,,,,,,,,,IC1;IC2;IC3;IC4,INT,IOC,OC1;OC2;OC3;OC4,OSC,PORTB;PORTC;PORTD;PORTE;PORTF;PORTG,,PWM,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5,UART1,,WDT
dsPIC30F5016,ADC1,,,,,,,,,,,,,,,,,IC1;IC2;IC3;IC4,INT,IOC,OC1;OC2;OC3;OC4,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG,,PWM,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5,UART1,,WDT
dsPIC30F6010,ADC1,,,,,,,,,,,,,,,,,IC1;IC2;IC3;IC4;IC5;IC6;IC7;IC8,INT,IOC,OC1;OC2;OC3;OC4;OC5;OC6;OC7;OC8,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG,,PWM,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5,UART1;UART2,,WDT
dsPIC30F6010A,ADC1,,,,,,,,,,,,,,,,,IC1;IC2;IC3;IC4;IC5;IC6;IC7;IC8,INT,IOC,OC1;OC2;OC3;OC4;OC5;OC6;OC7;OC8,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG,,PWM,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5,UART1;UART2,,WDT
dsPIC30F6011,ADC1,,,,,,,,,,,,,,,,,IC1;IC2;IC3;IC4;IC5;IC6;IC7;IC8,INT,IOC,OC1;OC2;OC3;OC4;OC5;OC6;OC7;OC8,OSC,PORTB;PORTC;PORTD;PORTF;PORTG,,,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5,UART1;UART2,,WDT
dsPIC30F6011A,ADC1,,,,,,,,,,,,,,,,,IC1;IC2;IC3;IC4;IC5;IC6;IC7;IC8,INT,IOC,OC1;OC2;OC3;OC4;OC5;OC6;OC7;OC8,OSC,PORTB;PORTC;PORTD;PORTF;PORTG,,,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5,UART1;UART2,,WDT
dsPIC30F6012,ADC1,,,,,,,,,,,,,,,,,IC1;IC2;IC3;IC4;IC5;IC6;IC7;IC8,INT,IOC,OC1;OC2;OC3;OC4;OC5;OC6;OC7;OC8,OSC,PORTB;PORTC;PORTD;PORTF;PORTG,,,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5,UART1;UART2,,WDT
dsPIC30F6012A,ADC1,,,,,,,,,,,,,,,,,IC1;IC2;IC3;IC4;IC5;IC6;IC7;IC8,INT,IOC,OC1;OC2;OC3;OC4;OC5;OC6;OC7;OC8,OSC,PORTB;PORTC;PORTD;PORTF;PORTG,,,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5,UART1;UART2,,WDT
dsPIC30F6013,ADC1,,,,,,,,,,,,,,,,,IC1;IC2;IC3;IC4;IC5;IC6;IC7;IC8,INT,IOC,OC1;OC2;OC3;OC4;OC5;OC6;OC7;OC8,OSC,PORTA;PORTB;PORTC;PORTD;PORTF;PORTG,,,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5,UART1;UART2,,WDT
dsPIC30F6013A,ADC1,,,,,,,,,,,,,,,,,IC1;IC2;IC3;IC4;IC5;IC6;IC7;IC8,INT,IOC,OC1;OC2;OC3;OC4;OC5;OC6;OC7;OC8,OSC,PORTA;PORTB;PORTC;PORTD;PORTF;PORTG,,,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5,UART1;UART2,,WDT
dsPIC30F6014,ADC1,,,,,,,,,,,,,,,,,IC1;IC2;IC3;IC4;IC5;IC6;IC7;IC8,INT,IOC,OC1;OC2;OC3;OC4;OC5;OC6;OC7;OC8,OSC,PORTA;PORTB;PORTC;PORTD;PORTF;PORTG,,,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5,UART1;UART2,,WDT
dsPIC30F6014A,ADC1,,,,,,,,,,,,,,,,,IC1;IC2;IC3;IC4;IC5;IC6;IC7;IC8,INT,IOC,OC1;OC2;OC3;OC4;OC5;OC6;OC7;OC8,OSC,PORTA;PORTB;PORTC;PORTD;PORTF;PORTG,,,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5,UART1;UART2,,WDT
dsPIC30F6015,ADC1,,,,,,,,,,,,,,,,,IC1;IC2;IC3;IC4;IC5;IC6;IC7;IC8,INT,IOC,OC1;OC2;OC3;OC4;OC5;OC6;OC7;OC8,OSC,PORTB;PORTC;PORTD;PORTE;PORTF;PORTG,,PWM,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5,UART1;UART2,,WDT
dsPIC33CH128RA502,,,MCCP1/SCCP1;MCCP2/SCCP2;MCCP3/SCCP3;SCCP4;SCCP5;SCCP6;SCCP7;SCCP8,,,,,,CRC,,,DMA,,,,,,,INT,,,OSC,PORTA;PORTB,PPS,,PullUp,RTSP,,TMR1,UART1,,WDT
dsPIC33CH128RA502S1,,BootSwap,,,,,,,,,,DMA;DMA24FCHANNEL0;DMA24FCHANNEL1,,,,,,,,,,,PORTA;PORTB,,,PullUp,RTSP,,TMR1,,,
dsPIC33CH128RA503,,,MCCP1/SCCP1;MCCP2/SCCP2;MCCP3/SCCP3;SCCP4;SCCP5;SCCP6;SCCP7;SCCP8,,,,,,CRC,,,DMA,,,,,,,INT,,,OSC,PORTA;PORTB;PORTC,PPS,,PullUp,RTSP,,TMR1,UART1,,WDT
dsPIC33CH128RA503S1,,BootSwap,,,,,,,,,,DMA;DMA24FCHANNEL0;DMA24FCHANNEL1,,,,,,,,,,,PORTA;PORTB;PORTC,,,PullUp,RTSP,,TMR1,,,
dsPIC33CH128RA505,,,MCCP1/SCCP1;MCCP2/SCCP2;MCCP3/SCCP3;SCCP4;SCCP5;SCCP6;SCCP7;SCCP8,,,,,,CRC,,,DMA,,,,,,,INT,,,OSC,PORTA;PORTB;PORTC;PORTD,PPS,,PullUp,RTSP,,TMR1,UART1,,WDT
dsPIC33CH128RA505S1,,BootSwap,,,,,,,,,,DMA;DMA24FCHANNEL0;DMA24FCHANNEL1,,,,,,,,,,,PORTA;PORTB;PORTC;PORTD,,,PullUp,RTSP,,TMR1,,,
dsPIC33CH128RA506,,,MCCP1/SCCP1;MCCP2/SCCP2;MCCP3/SCCP3;SCCP4;SCCP5;SCCP6;SCCP7;SCCP8,,,,,,CRC,,,DMA,,,,,,,INT,,,OSC,PORTA;PORTB;PORTC;PORTD,PPS,,PullUp,RTSP,,TMR1,UART1,,WDT
dsPIC33CH128RA506S1,,BootSwap,,,,,,,,,,DMA;DMA24FCHANNEL0;DMA24FCHANNEL1,,,,,,,,,,,PORTA;PORTB;PORTC;PORTD,,,PullUp,RTSP,,TMR1,,,
dsPIC33CH128RA508,,,MCCP1/SCCP1;MCCP2/SCCP2;MCCP3/SCCP3;SCCP4;SCCP5;SCCP6;SCCP7;SCCP8,,,,,,CRC,,,DMA,,,,,,,INT,,,OSC,PORTA;PORTB;PORTC;PORTD;PORTE,PPS,,PullUp,RTSP,,TMR1,UART1,,WDT
dsPIC33CH128RA508S1,,BootSwap,,,,,,,,,,DMA;DMA24FCHANNEL0;DMA24FCHANNEL1,,,,,,,,,,,PORTA;PORTB;PORTC;PORTD;PORTE,,,PullUp,RTSP,,TMR1,,,
dsPIC33DV64MC205,ADC1,,,,,COMP1;COMP2;COMP3;COMP4,,,CRC,,,DMA,,,,,,IC1;IC2;IC3;IC4,INT,IOC,OC1;OC2;OC3;OC4,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG,PPS,,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5,UART1;UART2,VREF,WDT
dsPIC33EP128GM304,ADC1;ADC2,,,,,COMP1;COMP2;COMP3;COMP4;COMP5,,,CRC,,,DMA,,,,,,IC1;IC2;IC3;IC4;IC5;IC6;IC7;IC8,INT,IOC,OC1;OC2;OC3;OC4;OC5;OC6;OC7;OC8,OSC,PORTA;PORTB;PORTC,PPS,PWM,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5;TMR6;TMR7;TMR8;TMR9,UART1;UART2;UART3;UART4,VREF,WDT
dsPIC33EP128GM306,ADC1;ADC2,,,,,COMP1;COMP2;COMP3;COMP4;COMP5,,,CRC,,,DMA,,,,,,IC1;IC2;IC3;IC4;IC5;IC6;IC7;IC8,INT,IOC,OC1;OC2;OC3;OC4;OC5;OC6;OC7;OC8,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG,PPS,PWM,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5;TMR6;TMR7;TMR8;TMR9,UART1;UART2;UART3;UART4,VREF,WDT
dsPIC33EP128GM310,ADC1;ADC2,,,,,COMP1;COMP2;COMP3;COMP4;COMP5,,,CRC,,,DMA,,,,,,IC1;IC2;IC3;IC4;IC5;IC6;IC7;IC8,INT,IOC,OC1;OC2;OC3;OC4;OC5;OC6;OC7;OC8,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG,PPS,PWM,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5;TMR6;TMR7;TMR8;TMR9,UART1;UART2;UART3;UART4,VREF,WDT
dsPIC33EP128GM604,ADC1;ADC2,,,,,COMP1;COMP2;COMP3;COMP4;COMP5,,,CRC,,,DMA,,,,,,IC1;IC2;IC3;IC4;IC5;IC6;IC7;IC8,INT,IOC,OC1;OC2;OC3;OC4;OC5;OC6;OC7;OC8,OSC,PORTA;PORTB;PORTC,PPS,PWM,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5;TMR6;TMR7;TMR8;TMR9,UART1;UART2;UART3;UART4,VREF,WDT
dsPIC33EP128GM706,ADC1;ADC2,,,,,COMP1;COMP2;COMP3;COMP4;COMP5,,,CRC,,,DMA,,,,,,IC1;IC2;IC3;IC4;IC5;IC6;IC7;IC8,INT,IOC,OC1;OC2;OC3;OC4;OC5;OC6;OC7;OC8,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG,PPS,PWM,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5;TMR6;TMR7;TMR8;TMR9,UART1;UART2;UART3;UART4,VREF,WDT
dsPIC33EP128GM710,ADC1;ADC2,,,,,COMP1;COMP2;COMP3;COMP4;COMP5,,,CRC,,,DMA,,,,,,IC1;IC2;IC3;IC4;IC5;IC6;IC7;IC8,INT,IOC,OC1;OC2;OC3;OC4;OC5;OC6;OC7;OC8,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG,PPS,PWM,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5;TMR6;TMR7;TMR8;TMR9,UART1;UART2;UART3;UART4,VREF,WDT
dsPIC33EP128GP502,ADC1,,,,,COMP1;COMP2;COMP3;COMP4,,,CRC,,,DMA,,,,,,IC1;IC2;IC3;IC4,INT,IOC,OC1;OC2;OC3;OC4,OSC,PORTA;PORTB,PPS,,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5,UART1;UART2,VREF,WDT
dsPIC33EP128GP504,ADC1,,,,,COMP1;COMP2;COMP3;COMP4,,,CRC,,,DMA,,,,,,IC1;IC2;IC3;IC4,INT,IOC,OC1;OC2;OC3;OC4,OSC,PORTA;PORTB;PORTC,PPS,,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5,UART1;UART2,VREF,WDT
dsPIC33EP128GP506,ADC1,,,,,COMP1;COMP2;COMP3;COMP4,,,CRC,,,DMA,,,,,,IC1;IC2;IC3;IC4,INT,IOC,OC1;OC2;OC3;OC4,OSC,PORTA;PORTB;PORTC;PORTD;PORTE;PORTF;PORTG,PPS,,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5,UART1;UART2,VREF,WDT
dsPIC33EP128GS702,,BootSwap,,,,COMP1;COMP2;COMP3;COMP4,,,,,,,,,,,,IC1;IC2;IC3;IC4,INT,IOC,OC1;OC2;OC3;OC4,OSC,PORTA;PORTB,PPS,PWM,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5,UART1;UART2,,WDT
dsPIC33EP128GS704,ADC1,BootSwap,,,,COMP1;COMP2;COMP3;COMP4,,,,,,DMA,,,,,,IC1;IC2;IC3;IC4,INT,IOC,OC1;OC2;OC3;OC4,OSC,PORTA;PORTB;PORTC,PPS,PWM,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5,UART1;UART2,,WDT
dsPIC33EP128GS705,ADC1,BootSwap,,,,COMP1;COMP2;COMP3;COMP4,,,,,,,,,,,,IC1;IC2;IC3;IC4,INT,IOC,OC1;OC2;OC3;OC4,OSC,PORTA;PORTB;PORTC;PORTD,PPS,PWM,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5,UART1;UART2,,WDT
dsPIC33EP128GS706,,BootSwap,,,,COMP1;COMP2;COMP3;COMP4,,,,,,,,,,,,IC1;IC2;IC3;IC4,INT,IOC,OC1;OC2;OC3;OC4,OSC,PORTA;PORTB;PORTC;PORTD;PORTE,PPS,PWM,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5,UART1;UART2,,WDT
dsPIC33EP128GS708,,BootSwap,,,,COMP1;COMP2;COMP3;COMP4,,,,,,,,,,,,IC1;IC2;IC3;IC4,INT,IOC,OC1;OC2;OC3;OC4,OSC,PORTA;PORTB;PORTC;PORTD;PORTE,PPS,PWM,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5,UART1;UART2,,WDT
dsPIC33EP128GS804,ADC1,BootSwap,,,,COMP1;COMP2;COMP3;COMP4,,,,,,DMA,,,,,,IC1;IC2;IC3;IC4,INT,IOC,OC1;OC2;OC3;OC4,OSC,PORTA;PORTB;PORTC,PPS,PWM,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5,UART1;UART2,,WDT
dsPIC33EP128GS805,ADC1,BootSwap,,,,COMP1;COMP2;COMP3;COMP4,,,,,,DMA,,,,,,IC1;IC2;IC3;IC4,INT,IOC,OC1;OC2;OC3;OC4,OSC,PORTA;PORTB;PORTC;PORTD,PPS,PWM,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5,UART1;UART2,,WDT
dsPIC33EP128GS806,,BootSwap,,,,COMP1;COMP2;COMP3;COMP4,,,,,,DMA,,,,,,IC1;IC2;IC3;IC4,INT,IOC,OC1;OC2;OC3;OC4,OSC,PORTA;PORTB;PORTC;PORTD;PORTE,PPS,PWM,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5,UART1;UART2,,WDT
dsPIC33EP128GS808,,BootSwap,,,,COMP1;COMP2;COMP3;COMP4,,,,,,DMA,,,,,,IC1;IC2;IC3;IC4,INT,IOC,OC1;OC2;OC3;OC4,OSC,PORTA;PORTB;PORTC;PORTD;PORTE,PPS,PWM,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5,UART1;UART2,,WDT
dsPIC33EP128MC202,ADC1,,,,,COMP1;COMP2;COMP3;COMP4,,,CRC,,,DMA,,,,,,IC1;IC2;IC3;IC4,INT,IOC,OC1;OC2;OC3;OC4,OSC,PORTA;PORTB,PPS,PWM,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5,UART1;UART2,VREF,WDT
dsPIC33EP128MC204,ADC1,,,,,COMP1;COMP2;COMP3;COMP4,,,CRC,,,DMA,,,,,,IC1;IC2;IC3;IC4,INT,IOC,OC1;OC2;OC3;OC4,OSC,PORTA;PORTB;PORTC,PPS,PWM,PullUp,RTSP,,TMR1;TMR2;TMR3;TMR4;TMR5,UART1;UART2,VREF,WDT
