,RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3:PK3,RI:ICD3,RI:ICD3,RI:ICD3,RI,RI,RI,RI,RI,RI,RI,RI,RI
Device,Prog/Data BPs,Data BP Access,ANDed BPs,Sequenced BPs,Range BPs,Table R/W BPs,Pass Count,Break - Clk Sw,Break - Sleep,Break - Stack,Break - WDT,Stopwatch,Debug Reads,Stack Snapshot,PKOB Support,Runtime BPs,SW BPs,App IO,Data Capture,Realtime Watch,Native Trace,Port Trace,SPI Trace,Inst Trace,Jump Trace,PC Sampling,FLP,
PIC18F25K42,3 Total,R/W,0,No,N/A,No,Yes,No,No,Yes,No,No,No:RI-No:ICD3-N/A:PK3,N/A,Yes,No,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,
PIC18F25K50,3 Total,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,
PIC18F25K80,3 Total,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,
PIC18F2610,3 Total,R/W,0,No,N/A,No,Yes,No,No,Yes,No,No,N/A,N/A,Yes,Yes,N/A,No,No,No,Yes,Yes,Yes,No,No,No,No,
PIC18F2620,3 Total,R/W,0,No,N/A,No,Yes,No,No,Yes,No,No,N/A,N/A,Yes,Yes,N/A,No,No,No,Yes,Yes,Yes,No,No,No,No,
PIC18F2680,3 Total,R/W,0,No,N/A,No,Yes,No,No,Yes,No,No,N/A,N/A,Yes,Yes,N/A,No,No,No,Yes,Yes,Yes,No,No,No,No,
PIC18F2682,3 Total,R/W,0,No,N/A,No,Yes,No,No,Yes,No,No,N/A,N/A,Yes,Yes,N/A,No,No,No,Yes,Yes,Yes,No,No,No,No,
PIC18F2685,3 Total,R/W,0,No,N/A,No,Yes,No,No,Yes,No,No,N/A,N/A,Yes,Yes,N/A,No,No,No,Yes,Yes,Yes,No,No,No,No,
PIC18F26J11,3 Total,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,
PIC18F26J13,3 Total,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,
PIC18F26J50,3 Total,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,
PIC18F26J53,3 Total,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,
PIC18F26K20,3 Total,R/W,0,No,N/A,No,Yes,No,No,Yes,No,No,N/A,N/A,Yes,Yes,N/A,No,No,No,Yes,Yes,Yes,No,No,No,No,
PIC18F26K22,3 Total,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,
PIC18F26K40,3 Total,R/W,0,No,N/A,No,Yes,No,No,Yes,No,No,No:RI-No:ICD3-N/A:PK3,N/A,Yes,No,N/A,No,No,No,No,No,No,No,No,No,No,
PIC18F26K80,3 Total,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,
PIC18F27J13,3 Total,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,
PIC18F27J53,3 Total,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,
PIC18F27K40,3 Total,R/W,0,No,N/A,No,Yes,No,No,Yes,No,No,No:RI-No:ICD3-N/A:PK3,N/A,Yes,No,N/A,No,No,No,No,No,No,No,No,No,No,
PIC18F4220,1 Total,R/W,0,No,N/A,No,Yes,No,No,Yes,No,No,N/A,N/A,Yes,Yes,N/A,No,No,No,Yes,Yes,Yes,No,No,No,No,
PIC18F4221,3 Total,R/W,0,No,N/A,No,Yes,No,No,Yes,No,No,N/A,N/A,Yes,Yes,N/A,No,No,No,Yes,Yes,Yes,No,No,No,No,
PIC18F4320,1 Total,R/W,0,No,N/A,No,Yes,No,No,Yes,No,No,N/A,N/A,Yes,Yes,N/A,No,No,No,Yes,Yes,Yes,No,No,No,No,
PIC18F4321,3 Total,R/W,0,No,N/A,No,Yes,No,No,Yes,No,No,N/A,N/A,Yes,Yes,N/A,No,No,No,Yes,Yes,Yes,No,No,No,No,
PIC18F4331,1 Total,R/W,0,No,N/A,No,Yes,No,No,Yes,No,No,N/A,N/A,Yes,Yes,N/A,No,No,No,Yes,Yes,Yes,No,No,No,No,
PIC18F43K20,3 Total,R/W,0,No,N/A,No,Yes,No,No,Yes,No,No,N/A,N/A,Yes,Yes,N/A,No,No,No,Yes,Yes,Yes,No,No,No,No,
PIC18F43K22,3 Total,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,
PIC18F4410,3 Total,R/W,0,No,N/A,No,Yes,No,No,Yes,No,No,N/A,N/A,Yes,Yes,N/A,No,No,No,Yes,Yes,Yes,No,No,No,No,
PIC18F442,1 Total,R/W,0,No,N/A,No,Yes,No,No,Yes,No,No,N/A,N/A,Yes,Yes,N/A,No,No,No,Yes,Yes,Yes,No,No,No,No,
PIC18F4420,3 Total,R/W,0,No,N/A,No,Yes,No,No,Yes,No,No,N/A,N/A,Yes,Yes,N/A,No,No,No,Yes,Yes,Yes,No,No,No,No,
PIC18F4423,3 Total,R/W,0,No,N/A,No,Yes,No,No,Yes,No,No,N/A,N/A,Yes,Yes,N/A,No,No,No,Yes,Yes,Yes,No,No,No,No,
PIC18F4431,1 Total,R/W,0,No,N/A,No,Yes,No,No,Yes,No,No,N/A,N/A,Yes,Yes,N/A,No,No,No,Yes,Yes,Yes,No,No,No,No,
PIC18F4450,3 Total,R/W,0,No,N/A,No,Yes,No,No,Yes,No,No,N/A,N/A,Yes,Yes,N/A,No,No,No,Yes,Yes,Yes,No,No,No,No,
PIC18F4455,3 Total,R/W,0,No,N/A,No,Yes,No,No,Yes,No,No,N/A,N/A,Yes,Yes,N/A,No,No,No,Yes,Yes,Yes,No,No,No,No,
PIC18F4458,3 Total,R/W,0,No,N/A,No,Yes,No,No,Yes,No,No,N/A,N/A,Yes,Yes,N/A,No,No,No,Yes,Yes,Yes,No,No,No,No,
PIC18F448,1 Total,R/W,0,No,N/A,No,Yes,No,No,Yes,No,No,N/A,N/A,Yes,Yes,N/A,No,No,No,Yes,Yes,Yes,No,No,No,No,
PIC18F4480,3 Total,R/W,0,No,N/A,No,Yes,No,No,Yes,No,No,N/A,N/A,Yes,Yes,N/A,No,No,No,Yes,Yes,Yes,No,No,No,No,
PIC18F44J10,3 Total,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,
PIC18F44J10 using AC162067,3 Total,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,N/A,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,
PIC18F44J10 using AC162074,3 Total,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,N/A,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,
PIC18F44J11,3 Total,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,
PIC18F44J50,3 Total,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,
PIC18F44K20,3 Total,R/W,0,No,N/A,No,Yes,No,No,Yes,No,No,N/A,N/A,Yes,Yes,N/A,No,No,No,Yes,Yes,Yes,No,No,No,No,
PIC18F44K22,3 Total,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,
PIC18F4510,3 Total,R/W,0,No,N/A,No,Yes,No,No,Yes,No,No,N/A,N/A,Yes,Yes,N/A,No,No,No,Yes,Yes,Yes,No,No,No,No,
PIC18F4515,3 Total,R/W,0,No,N/A,No,Yes,No,No,Yes,No,No,N/A,N/A,Yes,Yes,N/A,No,No,No,Yes,Yes,Yes,No,No,No,No,
PIC18F452,1 Total,R/W,0,No,N/A,No,Yes,No,No,Yes,No,No,N/A,N/A,Yes,Yes,N/A,No,No,No,Yes,Yes,Yes,No,No,No,No,
PIC18F4520,3 Total,R/W,0,No,N/A,No,Yes,No,No,Yes,No,No,N/A,N/A,Yes,Yes,N/A,No,No,No,Yes,Yes,Yes,No,No,No,No,
PIC18F4523,3 Total,R/W,0,No,N/A,No,Yes,No,No,Yes,No,No,N/A,N/A,Yes,Yes,N/A,No,No,No,Yes,Yes,Yes,No,No,No,No,
PIC18F4525,3 Total,R/W,0,No,N/A,No,Yes,No,No,Yes,No,No,N/A,N/A,Yes,Yes,N/A,No,No,No,Yes,Yes,Yes,No,No,No,No,
PIC18F4550,3 Total,R/W,0,No,N/A,No,Yes,No,No,Yes,No,No,N/A,N/A,Yes,Yes,N/A,No,No,No,Yes,Yes,Yes,No,No,No,No,
PIC18F4553,3 Total,R/W,0,No,N/A,No,Yes,No,No,Yes,No,No,N/A,N/A,Yes,Yes,N/A,No,No,No,Yes,Yes,Yes,No,No,No,No,
PIC18F458,1 Total,R/W,0,No,N/A,No,Yes,No,No,Yes,No,No,N/A,N/A,Yes,Yes,N/A,No,No,No,Yes,Yes,Yes,No,No,No,No,
PIC18F4580,3 Total,R/W,0,No,N/A,No,Yes,No,No,Yes,No,No,N/A,N/A,Yes,Yes,N/A,No,No,No,Yes,Yes,Yes,No,No,No,No,
PIC18F4585,3 Total,R/W,0,No,N/A,No,Yes,No,No,Yes,No,No,N/A,N/A,Yes,Yes,N/A,No,No,No,Yes,Yes,Yes,No,No,No,No,
PIC18F45J10,3 Total,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,
PIC18F45J10 using AC162067,3 Total,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,N/A,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,
PIC18F45J10 using AC162074,3 Total,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,N/A,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,
PIC18F45J11,3 Total,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,
PIC18F45J50,3 Total,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,
PIC18F45K20,3 Total,R/W,0,No,N/A,No,Yes,No,No,Yes,No,No,N/A,N/A,Yes,Yes,N/A,No,No,No,Yes,Yes,Yes,No,No,No,No,
PIC18F45K22,3 Total,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,
PIC18F45K40,3 Total,R/W,0,No,N/A,No,Yes,No,No,Yes,No,No,No:RI-No:ICD3-N/A:PK3,N/A,Yes,No,N/A,No,No,No,No,No,No,No,No,No,No,
PIC18F45K50,3 Total,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,
PIC18F45K80,3 Total,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,
PIC18F4610,3 Total,R/W,0,No,N/A,No,Yes,No,No,Yes,No,No,N/A,N/A,Yes,Yes,N/A,No,No,No,Yes,Yes,Yes,No,No,No,No,
PIC18F4620,3 Total,R/W,0,No,N/A,No,Yes,No,No,Yes,No,No,N/A,N/A,Yes,Yes,N/A,No,No,No,Yes,Yes,Yes,No,No,No,No,
PIC18F4680,3 Total,R/W,0,No,N/A,No,Yes,No,No,Yes,No,No,N/A,N/A,Yes,Yes,N/A,No,No,No,Yes,Yes,Yes,No,No,No,No,
PIC18F4682,3 Total,R/W,0,No,N/A,No,Yes,No,No,Yes,No,No,N/A,N/A,Yes,Yes,N/A,No,No,No,Yes,Yes,Yes,No,No,No,No,
PIC18F4685,3 Total,R/W,0,No,N/A,No,Yes,No,No,Yes,No,No,N/A,N/A,Yes,Yes,N/A,No,No,No,Yes,Yes,Yes,No,No,No,No,
PIC18F46J11,3 Total,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,
PIC18F46J13,3 Total,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,
PIC18F46J50,3 Total,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,
PIC18F46J53,3 Total,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,
PIC18F46K20,3 Total,R/W,0,No,N/A,No,Yes,No,No,Yes,No,No,N/A,N/A,Yes,Yes,N/A,No,No,No,Yes,Yes,Yes,No,No,No,No,
PIC18F46K22,3 Total,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,
PIC18F46K40,3 Total,R/W,0,No,N/A,No,Yes,No,No,Yes,No,No,No:RI-No:ICD3-N/A:PK3,N/A,Yes,No,N/A,No,No,No,No,No,No,No,No,No,No,
PIC18F46K40,3 Total,R/W,0,No,N/A,No,Yes,No,No,Yes,No,No,No:RI-No:ICD3-N/A:PK3,N/A,Yes,No,N/A,No,No,No,No,No,No,No,No,No,No,
PIC18F46K80,3 Total,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,
PIC18F47J13,3 Total,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,
PIC18F47J53,3 Total,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,
PIC18F47K40,3 Total,R/W,0,No,N/A,No,Yes,No,No,Yes,No,No,No:RI-No:ICD3-N/A:PK3,N/A,Yes,No,N/A,No,No,No,No,No,No,No,No,No,No,
PIC18F6310,3 Total,R/W,0,No,N/A,No,Yes,No,No,Yes,No,No,N/A,N/A,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,
PIC18F6390,3 Total,R/W,0,No,N/A,No,Yes,No,No,Yes,No,No,N/A,N/A,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,
PIC18F6393,3 Total,R/W,0,No,N/A,No,Yes,No,No,Yes,No,No,N/A,N/A,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,
PIC18F63J11,5 Total,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,
PIC18F63J11 using AC162079,5 Total,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,N/A,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,
PIC18F63J90,5 Total,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,
PIC18F63J90 using AC162079,5 Total,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,N/A,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,
PIC18F6410,3 Total,R/W,0,No,N/A,No,Yes,No,No,Yes,No,No,N/A,N/A,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,
PIC18F6490,3 Total,R/W,0,No,N/A,No,Yes,No,No,Yes,No,No,N/A,N/A,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,
PIC18F6493,3 Total,R/W,0,No,N/A,No,Yes,No,No,Yes,No,No,N/A,N/A,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,
PIC18F64J11,5 Total,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,
PIC18F64J11 using AC162079,5 Total,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,N/A,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,
PIC18F64J90,5 Total,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,
PIC18F64J90 using AC162079,5 Total,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,N/A,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,
PIC18F6520,1 Total,R/W,0,No,N/A,No,Yes,No,No,Yes,No,No,N/A,N/A,Yes,Yes,N/A,No,No,No,Yes,Yes,Yes,No,No,No,No,
PIC18F6525,1 Total,R/W,0,No,N/A,No,Yes,No,No,Yes,No,No,N/A,N/A,Yes,Yes,N/A,No,No,No,Yes,Yes,Yes,No,No,No,No,
PIC18F6527,3 Total,R/W,0,No,N/A,No,Yes,No,No,Yes,No,No,N/A,N/A,Yes,Yes,N/A,No,No,No,Yes,Yes,Yes,No,No,No,No,
PIC18F6585,1 Total,R/W,0,No,N/A,No,Yes,No,No,Yes,No,No,N/A,N/A,Yes,Yes,N/A,No,No,No,Yes,Yes,Yes,No,No,No,No,
PIC18F65J10,3 Total,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,
PIC18F65J10 using AC162062,3 Total,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,N/A,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,
PIC18F65J11,5 Total,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,
PIC18F65J11 using AC162079,5 Total,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,N/A,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,
PIC18F65J15,3 Total,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,
PIC18F65J15 using AC162062,3 Total,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,N/A,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,
PIC18F65J50,3 Total,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,
PIC18F65J50 using AC162087,3 Total,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,N/A,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,
PIC18F65J90,5 Total,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,
PIC18F65J90 using AC162079,5 Total,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,N/A,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,
PIC18F65J94,5 Total,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,
PIC18F65K22,3 Total,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,
PIC18F65K40,3 Total,R/W,0,No,N/A,No,Yes,No,No,Yes,No,No,No:RI-No:ICD3-N/A:PK3,N/A,Yes,No,N/A,No,No,No,No,No,No,No,No,No,No,
PIC18F65K80,3 Total,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,
PIC18F65K90,3 Total,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,
PIC18F6620,1 Total,R/W,0,No,N/A,No,Yes,No,No,Yes,No,No,N/A,N/A,Yes,Yes,N/A,No,No,No,Yes,Yes,Yes,No,No,No,No,
PIC18F6621,1 Total,R/W,0,No,N/A,No,Yes,No,No,Yes,No,No,N/A,N/A,Yes,Yes,N/A,No,No,No,Yes,Yes,Yes,No,No,No,No,
PIC18F6622,3 Total,R/W,0,No,N/A,No,Yes,No,No,Yes,No,No,N/A,N/A,Yes,Yes,N/A,No,No,No,Yes,Yes,Yes,No,No,No,No,
PIC18F6627,3 Total,R/W,0,No,N/A,No,Yes,No,No,Yes,No,No,N/A,N/A,Yes,Yes,N/A,No,No,No,Yes,Yes,Yes,No,No,No,No,
PIC18F6628,3 Total,R/W,0,No,N/A,No,Yes,No,No,Yes,No,No,N/A,N/A,Yes,Yes,N/A,No,No,No,Yes,Yes,Yes,No,No,No,No,
PIC18F6680,1 Total,R/W,0,No,N/A,No,Yes,No,No,Yes,No,No,N/A,N/A,Yes,Yes,N/A,No,No,No,Yes,Yes,Yes,No,No,No,No,
PIC18F66J10,3 Total,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,
PIC18F66J10 using AC162062,3 Total,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,N/A,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,
PIC18F66J11,3 Total,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,
PIC18F66J11 using AC162091,3 Total,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,N/A,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,
PIC18F66J15,3 Total,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,
PIC18F66J15 using AC162062,3 Total,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,N/A,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,
PIC18F66J16,3 Total,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,
PIC18F66J16 using AC162091,3 Total,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,N/A,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,
PIC18F66J50,3 Total,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,
PIC18F66J50 using AC162087,3 Total,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,N/A,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,
PIC18F66J55,3 Total,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,
PIC18F66J55 using AC162087,3 Total,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,N/A,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,
PIC18F66J60,3 Total,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,
PIC18F66J60 using AC162064,3 Total,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,N/A,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,
PIC18F66J65,3 Total,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,
PIC18F66J65 using AC162064,3 Total,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,N/A,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,
PIC18F66J90,3 Total,R/W,0,No,N/A,No,Yes,No,Yes,Yes,Yes,Yes,N/A,N/A,Yes,Yes,N/A,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,
